sys_RespNum,Nation,State,REGION,Distance_Coast,Livelihood_ocean,Familiarity_aquaculture,Opinion_aquaculture,Familiarity_seaweed,Opinion_seaweed,Seaweed_harm_good,Opinion_seaweed_post,MXD_I,MXD_II,MXD_III,MXD_IV,MXD_V,MXD_VI,MXD_VII,MXD_VIII,MXD_IX,MXD_X,Strongestest_M3,Weakest_M3,Harm_good_post,Support_seaweed_expansion,Scientists,NGO,Aquarium_museum,Government,Chefs,Fishermen,Seafood_farmer,Grocer,AGE,Native,Asian,Black,Hispanic,Middle_Eastern,Native_Hawaiian,White,Multiracial,Other_1,No_Answer,Voting_status,Homeowner,Marital_status,Education,Gender,RaceME,AgeBreaks,Effect,Livelihood_factor,Race_factor,Education_factor,Gender_factor,Vote_factor,Homeowner_factor,Region_factor,Age_factor,Message_1,Message_2,Message_3,Message_4,Message_5,Message_6,Message_7,Message_8,Message_9,Message_10
345,1,3,4,4,2,2,2,4,7,1,2,10.25017522,2.5167565,6.40621838,15.83772414,14.51800334,1.53672779,19.65623805,4.14176139,18.17258786,6.96380733,3,2,1,2,4,1,4,2,2,3,3,2,21,0,0,0,4,0,0,0,0,0,0,1,2,1,3,2,4,1,5,No,Hispanic,"Some college, no degree",Female,Yes,No,New England,18 to 29,6,2,4,8,7,1,10,3,9,5
347,1,3,4,5,2,2,1,4,7,3,2,8.48179242,8.62021343,3.56105289,19.43252814,16.26913397,22.06670116,5.52587748,3.98115386,8.44180252,3.61974413,1,3,3,2,4,6,4,4,4,6,3,6,32,1,0,3,0,0,0,7,8,9,0,1,2,1,3,1,1,2,5,No,American Indian and Alaska Native,"Some college, no degree",Male,Yes,No,New England,30 to 39,6,7,1,9,8,10,4,3,5,2
351,1,3,4,2,2,2,2,3,2,1,2,13.30303905,17.56114197,11.71451392,2.73769003,15.21553451,2.30276552,0.6892556,6.78437909,23.92501427,5.76666604,2,5,1,1,4,3,5,3,4,4,3,3,71,0,0,0,0,0,0,7,0,0,0,1,1,2,7,1,6,6,0,No,White,2 or 3 years postgraduate work/master's degree,Male,Yes,Yes,New England,70+,7,9,6,3,8,2,1,5,10,4
352,1,3,4,1,2,4,7,4,7,3,2,20.71743961,12.02955468,5.35722132,14.05379012,24.96839874,1.64404704,0.24257702,3.29098343,8.06436253,9.63162551,1,2,1,2,6,6,6,6,3,5,5,5,69,0,0,0,0,0,0,7,0,0,0,1,1,2,2,2,6,5,5,No,White,High school graduate,Female,Yes,Yes,New England,60 to 69,9,7,4,8,10,2,1,3,5,6
353,1,4,4,4,2,4,7,4,7,3,4,11.86689305,24.58799196,15.47260993,6.03042918,2.64891543,1.25689101,6.08887214,13.29841253,15.94048013,2.80850463,1,3,3,3,4,4,2,1,1,3,4,2,18,0,0,0,4,0,0,0,0,0,0,2,2,1,2,2,4,1,3,No,Hispanic,High school graduate,Female,No,No,New England,18 to 29,6,10,8,4,2,1,5,7,9,3
357,1,4,4,4,2,3,6,3,5,3,1,17.81527519,22.87708542,18.54369349,4.28541101,2.90384016,0.19321765,0.80073575,8.64499033,18.84711896,5.08863205,1,4,1,1,2,6,3,1,6,4,4,6,63,0,0,0,0,0,0,7,0,0,0,1,1,2,2,2,6,5,4,No,White,High school graduate,Female,Yes,Yes,New England,60 to 69,7,10,8,4,3,1,2,6,9,5
359,1,3,4,2,2,4,7,4,7,3,1,5.9313886,4.63199395,12.49037829,8.14136975,5.4334217,4.57675105,10.42696772,13.27887746,25.04784827,10.0410032,2,2,1,1,4,2,3,1,3,5,4,2,23,0,0,0,0,0,0,7,0,0,0,2,2,1,7,2,6,1,6,No,White,2 or 3 years postgraduate work/master's degree,Female,No,No,New England,18 to 29,4,2,8,5,3,1,7,9,10,6
360,1,3,4,1,2,2,4,2,1,1,1,15.94966971,21.81361961,20.84172513,11.99606623,1.02119391,0.66571972,1.87779941,7.32070423,15.15946394,3.35403811,1,3,1,1,5,4,5,3,2,3,3,2,72,0,0,0,0,0,0,7,0,0,0,1,1,3,2,2,6,6,0,No,White,High school graduate,Female,Yes,Yes,New England,70+,8,10,9,6,2,1,3,5,7,4
363,1,3,4,3,2,2,1,2,1,1,1,19.61834957,12.7126436,2.562218,14.16418537,15.58535577,1.76944178,0.82672356,6.84757169,8.44379701,17.46971365,1,2,1,1,5,4,3,1,3,5,5,4,56,0,0,0,0,0,0,7,0,0,0,1,1,2,3,2,6,4,0,No,White,"Some college, no degree",Female,Yes,Yes,New England,50 to 59,10,6,3,7,8,2,1,4,5,9
365,1,3,4,1,2,3,2,3,3,3,5,21.09296659,8.20625183,15.64332964,5.1955309,14.52103647,0.89290187,3.58588092,20.17328252,5.49297915,5.1958401,2,5,2,4,5,4,4,4,4,4,3,3,85,0,0,0,0,0,0,7,0,0,0,1,2,5,7,1,6,6,-2,No,White,2 or 3 years postgraduate work/master's degree,Male,Yes,No,New England,70+,10,6,8,3,7,1,2,9,5,4
366,1,1,1,1,2,2,3,3,3,1,2,16.10681606,16.15664492,3.02255082,13.28873147,23.84210864,2.40254792,0.2726554,6.93750556,2.11753611,15.85290308,1,3,1,2,3,2,4,1,4,4,4,4,65,0,0,0,0,0,0,7,0,0,0,1,1,2,5,1,6,5,1,No,White,4-year college/bachelor's degree,Male,Yes,Yes,Alaska/British Columbia,60 to 69,8,9,4,6,10,3,1,5,2,7
367,1,3,4,1,2,4,7,3,1,1,1,16.23802731,5.6502936,8.30376176,15.3011951,13.08276124,1.059333,17.04466644,1.59804719,15.26808197,6.45383238,2,2,1,1,5,3,5,3,4,5,5,5,60,0,0,0,0,0,0,7,0,0,0,1,1,1,4,1,6,5,0,No,White,Vocational training/2-year college,Male,Yes,Yes,New England,60 to 69,9,3,5,8,6,1,10,2,7,4
368,1,3,4,4,2,2,2,2,2,3,1,22.84511536,22.29096971,11.6157518,13.95931362,2.05455861,2.19032498,0.35471601,7.59555857,12.71142491,4.38226643,1,1,1,1,5,4,5,3,6,5,4,6,62,0,0,0,0,0,0,7,0,0,0,1,2,2,2,1,6,5,1,No,White,High school graduate,Male,Yes,No,New England,60 to 69,10,9,6,8,2,3,1,5,7,4
369,1,3,4,1,2,2,2,3,2,3,2,23.71531101,17.24873326,12.55695599,7.99937608,18.69722384,1.07260142,0.26333883,6.29630731,1.99947502,10.15067725,1,5,#NULL!,1,4,4,4,3,3,3,3,3,70,0,0,0,0,0,0,7,0,0,0,1,1,2,7,1,6,6,0,No,White,2 or 3 years postgraduate work/master's degree,Male,Yes,Yes,New England,70+,10,8,7,5,9,2,1,4,3,6
372,1,3,4,3,2,3,6,3,2,1,2,8.96768294,23.53324153,13.6963541,11.77219814,3.44902876,0.97080259,10.17830306,4.64446529,11.25789625,11.53002736,1,2,1,2,5,4,4,3,4,3,4,3,62,0,0,0,0,0,0,7,0,0,0,1,1,2,5,1,6,5,0,No,White,4-year college/bachelor's degree,Male,Yes,Yes,New England,60 to 69,4,10,9,8,2,1,5,3,6,7
373,1,4,4,1,2,3,3,3,3,1,2,15.88597253,17.1935511,23.63950017,5.37442159,2.1269654,0.24869021,3.07865276,7.58105107,23.38443288,1.48676229,1,4,1,2,4,3,4,3,3,3,3,3,66,0,0,0,0,0,0,7,0,0,0,1,1,2,6,1,6,5,1,No,White,"Some postgraduate work, no degree",Male,Yes,Yes,New England,60 to 69,7,8,10,5,3,1,4,6,9,2
376,1,4,4,4,2,3,3,3,3,1,1,9.62769416,17.68143055,8.90391739,12.08442582,6.17714187,0.59961384,0.89426548,6.65876885,18.31421782,19.05852422,1,4,1,1,4,3,3,2,3,3,4,3,39,0,0,0,0,0,0,7,0,0,0,2,2,1,2,1,6,2,2,No,White,High school graduate,Male,No,No,New England,30 to 39,6,8,5,7,3,1,2,4,9,10
377,1,3,4,4,2,3,3,4,7,3,2,24.68296797,19.61497764,18.46306415,8.24429162,10.53648801,0.62205891,1.36447081,1.79017594,7.7538354,6.92766956,1,2,1,2,5,5,3,4,2,3,2,2,74,0,0,0,0,0,0,7,0,0,0,1,2,2,5,1,6,6,5,No,White,4-year college/bachelor's degree,Male,Yes,No,New England,70+,10,9,8,6,7,1,2,3,5,4
378,1,3,4,4,2,2,2,2,2,1,1,13.23542017,4.72862653,9.33443929,4.97076676,15.98612639,4.99541845,19.77721769,1.57677913,17.92683699,7.46836861,2,2,1,2,2,3,4,3,5,5,4,3,36,0,0,0,0,0,0,7,0,0,0,1,1,2,5,1,6,2,1,No,White,4-year college/bachelor's degree,Male,Yes,Yes,New England,30 to 39,7,2,6,3,8,4,10,1,9,5
380,1,3,4,3,2,4,7,2,3,1,3,11.99172794,14.34049185,19.06036304,8.43575773,5.90923571,6.10077253,9.55048116,4.77031309,11.89610744,7.94474951,2,2,1,2,5,5,5,5,5,5,5,5,25,0,0,0,0,0,0,7,8,0,0,1,2,2,3,2,7,1,0,No,Multiracial,"Some college, no degree",Female,Yes,No,New England,18 to 29,8,9,10,5,2,3,6,1,7,4
381,1,3,4,5,2,1,1,2,1,3,1,10.64195177,13.43026206,10.62867712,9.30996858,8.99585519,4.42997841,18.8571153,6.45139745,11.50319223,5.75160191,3,3,1,1,5,5,5,5,5,5,5,5,24,0,0,3,4,0,0,0,0,0,0,1,2,1,7,1,3,1,0,No,Black,2 or 3 years postgraduate work/master's degree,Male,Yes,No,New England,18 to 29,7,9,6,5,4,1,10,3,8,2
383,1,1,1,3,2,1,2,1,2,2,2,11.45819454,4.41303188,13.25506265,8.89332187,13.10153039,8.49602428,9.98904669,13.64798204,10.25954119,6.48626447,3,2,2,4,5,3,3,3,3,3,3,3,21,0,2,0,0,0,0,0,0,0,0,1,1,1,5,1,2,1,0,No,Asian,4-year college/bachelor's degree,Male,Yes,Yes,Alaska/British Columbia,18 to 29,7,1,9,4,8,3,5,10,6,2
384,1,3,4,2,2,2,3,3,3,3,3,13.48803196,20.21252478,10.83290323,11.32557546,3.97589247,0.88860432,0.29817649,13.16213112,22.71680505,3.09935512,1,5,1,2,4,3,4,3,3,3,4,3,61,0,0,0,0,0,0,7,0,0,0,1,2,1,5,1,6,5,0,No,White,4-year college/bachelor's degree,Male,Yes,No,New England,60 to 69,8,9,5,6,4,2,1,7,10,3
385,1,3,4,1,2,2,1,1,1,1,1,20.13469832,10.1202433,10.91772181,4.65971051,13.12541795,6.84002103,4.44211974,11.58809062,10.5351719,7.63680483,1,2,1,1,4,4,4,5,5,4,3,5,40,0,0,3,0,0,0,0,0,0,0,1,1,2,5,1,3,3,0,No,Black,4-year college/bachelor's degree,Male,Yes,Yes,New England,40 to 49,10,5,7,2,9,3,1,8,6,4
387,2,0,1,1,2,2,3,2,2,3,2,12.64802016,5.70951834,2.26614337,20.3353126,22.60604358,3.43520342,1.18656181,11.07216689,2.87540842,17.8656214,1,5,1,2,4,1,4,1,1,4,4,3,53,0,0,0,0,0,0,7,0,0,0,1,2,1,3,1,6,4,0,No,White,"Some college, no degree",Male,Yes,No,Alaska/British Columbia,50 to 59,7,5,2,9,10,4,1,6,3,8
388,2,0,1,2,2,3,3,3,3,1,1,22.59267404,2.25542252,11.53245354,3.05487377,24.40897235,3.97178947,7.67741656,6.23899855,13.57415514,4.69324408,1,2,1,1,5,4,4,4,4,5,4,4,29,0,0,0,0,0,0,7,0,0,0,1,2,1,7,1,6,1,2,No,White,2 or 3 years postgraduate work/master's degree,Male,Yes,No,Alaska/British Columbia,18 to 29,9,1,7,2,10,3,6,5,8,4
389,2,0,1,2,2,1,3,3,3,1,1,5.92524662,10.94127294,2.40848598,11.82071555,17.44662177,19.04162258,4.5731437,8.50399708,4.29900279,15.03989098,1,1,1,1,5,4,5,4,3,4,5,4,67,0,0,0,0,0,0,7,0,0,0,1,1,1,5,1,6,5,2,No,White,4-year college/bachelor's degree,Male,Yes,Yes,Alaska/British Columbia,60 to 69,4,6,1,7,9,10,3,5,2,8
391,2,0,1,4,2,4,7,4,7,2,3,10.03220021,15.34360167,24.25439993,5.44949392,9.49295945,0.67264964,5.00056478,13.26751263,11.14093194,5.34568583,1,3,3,3,5,3,4,3,2,3,4,2,49,0,0,0,0,0,0,7,0,0,0,1,2,5,4,2,6,3,4,No,White,Vocational training/2-year college,Female,Yes,No,Alaska/British Columbia,40 to 49,6,9,10,4,5,1,2,8,7,3
393,2,0,1,2,2,4,7,4,7,3,2,15.85837715,13.88940237,13.9255591,14.11351862,6.04623286,6.9377781,4.92359193,6.7691857,11.24331639,6.29303777,3,2,1,2,3,4,6,6,6,4,3,6,47,0,2,0,0,0,0,0,0,0,0,1,1,2,5,2,2,3,5,No,Asian,4-year college/bachelor's degree,Female,Yes,Yes,Alaska/British Columbia,40 to 49,10,7,8,9,2,5,1,4,6,3
394,2,0,1,2,2,2,4,3,2,1,1,23.04548308,18.83217177,11.8737665,4.35072545,13.71527137,0.39985889,0.22883511,5.66128545,8.57776061,13.31484176,1,2,1,1,4,4,3,3,5,3,3,3,65,0,0,0,0,0,0,7,0,0,0,1,1,2,4,1,6,5,1,No,White,Vocational training/2-year college,Male,Yes,Yes,Alaska/British Columbia,60 to 69,10,9,6,3,8,2,1,4,5,7
395,2,0,1,1,2,2,3,4,7,1,1,13.67161729,7.75550764,20.65354834,14.87570333,5.6584757,1.8581965,6.019156,17.74313572,1.66871163,10.09594786,1,4,1,1,5,4,5,5,4,2,2,4,33,0,0,0,0,0,0,7,0,0,0,1,2,2,5,1,6,2,6,No,White,4-year college/bachelor's degree,Male,Yes,No,Alaska/British Columbia,30 to 39,7,5,10,8,3,2,4,9,1,6
396,2,0,1,1,2,3,6,4,7,1,1,14.56701703,7.7499858,13.34720557,18.80144373,3.70919195,7.31066267,9.33238958,9.43617222,13.98653296,1.75939848,1,1,1,1,6,6,6,6,6,6,6,6,45,0,0,0,0,0,0,7,0,0,0,1,2,2,5,2,6,3,6,No,White,4-year college/bachelor's degree,Female,Yes,No,Alaska/British Columbia,40 to 49,9,4,7,10,2,3,5,6,8,1
397,2,0,1,3,2,3,3,3,3,1,2,11.20629008,23.70166698,12.86401328,3.03738711,6.26969142,0.60995146,5.42434985,7.12952123,19.48221361,10.27491498,1,4,1,2,4,3,3,3,3,3,4,3,35,0,2,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,1,No,Asian,High school graduate,Female,Yes,Yes,Alaska/British Columbia,30 to 39,7,10,8,2,4,1,3,5,9,6
399,2,0,1,2,2,3,2,4,7,1,3,20.57898477,23.88147331,9.08907446,6.49682308,13.83708622,6.02533115,0.43259629,9.01682607,3.97300159,6.66880305,4,4,1,4,3,1,3,1,3,3,3,3,52,0,0,0,0,0,0,0,0,9,0,1,1,1,4,2,8,4,4,No,Other or No Answer,Vocational training/2-year college,Female,Yes,Yes,Alaska/British Columbia,50 to 59,9,10,7,4,8,3,1,6,2,5
401,2,0,1,1,2,4,7,3,4,1,1,24.77768619,15.62221311,17.06384997,1.93465306,7.11767039,0.38325853,3.13497704,5.49146244,17.07931813,7.39491114,1,4,1,1,4,4,1,2,5,4,4,4,63,0,0,0,0,0,0,7,0,0,0,2,1,3,5,2,6,5,3,No,White,4-year college/bachelor's degree,Female,No,Yes,Alaska/British Columbia,60 to 69,10,7,8,2,5,1,3,4,9,6
402,2,0,1,1,2,1,5,1,5,3,1,23.25328895,14.46175807,4.61586504,18.32715924,8.35872039,1.12581245,0.20221667,11.12844296,7.01189906,11.51483719,1,5,1,1,1,1,1,1,3,4,3,3,53,0,0,0,0,0,0,7,0,0,0,1,1,2,3,2,6,4,4,No,White,"Some college, no degree",Female,Yes,Yes,Alaska/British Columbia,50 to 59,10,8,3,9,5,2,1,6,4,7
406,2,0,1,3,2,2,3,3,6,3,1,12.7046972,13.62322808,18.6636358,10.90272286,11.87675147,2.19887798,2.72937999,5.1965102,16.18570998,5.91848645,1,3,1,1,5,3,3,3,3,3,4,3,65,0,0,0,0,0,0,7,0,0,0,1,1,2,4,2,6,5,5,No,White,Vocational training/2-year college,Female,Yes,Yes,Alaska/British Columbia,60 to 69,7,8,10,5,6,1,2,3,9,4
407,2,0,1,2,2,3,6,3,2,1,1,16.99050509,4.49568261,11.73507914,10.94069481,18.19282614,1.08112626,5.24955971,1.83731102,18.34986876,11.12734647,1,2,1,1,3,3,3,2,3,3,3,3,47,0,0,0,0,0,0,7,0,0,0,1,2,1,2,2,6,3,1,No,White,High school graduate,Female,Yes,No,Alaska/British Columbia,40 to 49,8,3,7,5,9,1,4,2,10,6
408,2,0,1,1,2,2,1,1,1,1,1,8.66187136,11.33942814,9.08007751,13.34977482,11.36862413,4.86063606,8.92740905,6.27050849,14.53326618,11.60840425,1,1,1,1,5,4,5,4,5,5,4,4,43,0,2,0,0,0,0,0,0,0,0,1,2,4,2,2,2,3,0,No,Asian,High school graduate,Female,Yes,No,Alaska/British Columbia,40 to 49,3,6,5,9,7,1,4,2,10,8
409,2,0,1,4,2,3,3,3,2,3,1,23.15260507,16.81842168,11.37124794,9.06247361,7.47066238,0.87784264,0.21449843,13.09284307,3.27054383,14.66886136,1,5,1,1,2,2,1,2,1,4,3,1,62,0,0,0,0,0,0,7,0,0,0,1,2,1,2,1,6,5,1,No,White,High school graduate,Male,Yes,No,Alaska/British Columbia,60 to 69,10,9,6,5,4,2,1,7,3,8
410,2,0,1,3,2,3,2,3,1,1,2,13.4073571,9.87841275,3.54280505,11.60936943,24.33487197,13.31074748,0.99840162,6.95028196,8.09388908,7.87386356,1,3,1,2,4,3,3,4,3,3,3,3,37,0,2,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2,-1,No,Asian,"Some college, no degree",Female,No,No,Alaska/British Columbia,30 to 39,9,6,2,7,10,8,1,3,5,4
411,2,0,1,5,2,3,3,3,3,1,2,10.69852953,6.66415102,9.74305708,9.67309762,9.58980423,8.08459546,10.2877153,5.42736013,20.71397143,9.11771821,1,1,1,1,5,3,3,3,3,3,3,3,54,0,2,0,0,0,0,0,0,0,0,1,2,2,4,2,2,4,1,No,Asian,Vocational training/2-year college,Female,Yes,No,Alaska/British Columbia,50 to 59,9,2,7,6,5,3,8,1,10,4
413,2,0,1,4,2,3,6,3,6,3,1,20.87681547,18.97760714,17.63168676,3.85701587,9.30803518,0.5419179,7.01556559,4.15608915,10.35050888,7.28475807,1,3,1,1,4,3,3,4,6,4,3,6,74,0,0,0,0,0,0,7,0,0,0,1,1,2,2,2,6,6,5,No,White,High school graduate,Female,Yes,Yes,Alaska/British Columbia,70+,10,9,8,2,6,1,4,3,7,5
414,2,0,1,2,2,2,6,3,6,1,1,24.52452892,12.87696888,16.61486866,4.85996591,17.3612643,0.23583866,0.51115637,3.73638513,10.90225223,8.37677092,1,3,1,2,5,4,4,4,6,4,4,4,75,0,0,0,0,0,0,7,0,0,0,1,1,2,4,2,6,6,5,No,White,Vocational training/2-year college,Female,Yes,Yes,Alaska/British Columbia,70+,10,7,8,4,9,1,2,3,6,5
415,2,0,1,2,2,3,3,3,3,1,2,11.91287288,4.1890193,9.92576031,1.73853398,3.53535506,10.76807028,27.73496936,7.46871232,20.92424737,1.80245914,2,2,1,2,4,4,4,4,3,4,2,3,40,0,2,0,0,0,0,0,0,0,0,1,1,2,5,1,2,3,1,No,Asian,4-year college/bachelor's degree,Male,Yes,Yes,Alaska/British Columbia,40 to 49,8,4,6,1,3,7,10,5,9,2
416,2,0,1,3,2,3,1,3,1,3,3,12.51714862,3.51579343,13.60188781,9.34872975,5.33527965,10.45305508,2.98782595,17.80612113,12.64489951,11.7892591,2,2,3,3,3,3,2,2,2,2,3,3,38,0,2,0,0,0,0,0,0,0,0,1,1,3,5,1,2,2,-2,No,Asian,4-year college/bachelor's degree,Male,Yes,Yes,Alaska/British Columbia,30 to 39,7,2,9,4,3,5,1,10,8,6
417,2,0,1,4,2,3,3,3,3,1,2,22.06075969,11.03160813,7.46848399,13.18212673,19.76599515,1.16593251,0.69840026,1.97493428,11.22453473,11.42722454,1,4,1,1,3,3,4,1,2,4,3,2,40,0,0,3,0,0,0,0,0,0,0,1,0,1,5,1,3,3,1,No,Black,4-year college/bachelor's degree,Male,Yes,No,Alaska/British Columbia,40 to 49,10,5,4,8,9,2,1,3,6,7
418,2,0,1,2,2,3,2,3,3,1,2,21.90584888,16.25182462,24.43226785,2.17505379,9.10595889,0.34538883,2.18076401,11.86243142,5.87897205,5.86148965,1,4,1,2,4,3,4,3,3,3,3,3,24,0,0,0,0,0,0,7,0,0,0,1,2,1,5,1,6,1,1,No,White,4-year college/bachelor's degree,Male,Yes,No,Alaska/British Columbia,18 to 29,9,8,10,2,6,1,3,7,5,4
419,2,0,1,1,2,2,2,2,3,3,3,13.67773614,8.69419803,18.93133029,8.4139354,5.3106541,4.31992267,0.9566124,15.43014137,19.00716005,5.25830956,3,4,1,3,3,3,2,3,3,3,3,2,40,0,2,0,0,0,0,0,0,0,0,1,1,2,5,1,2,3,0,No,Asian,4-year college/bachelor's degree,Male,Yes,Yes,Alaska/British Columbia,40 to 49,7,6,9,5,4,2,1,8,10,3
421,2,0,1,1,2,1,1,2,2,1,1,10.77169887,7.02551661,8.31843687,15.25084017,7.4194289,12.87695504,5.52248045,13.13493639,6.26477967,13.41492703,1,2,1,1,4,5,5,1,5,5,5,4,39,1,0,0,0,0,0,0,0,0,0,1,2,2,4,1,1,2,1,No,American Indian and Alaska Native,Vocational training/2-year college,Male,Yes,No,Alaska/British Columbia,30 to 39,6,3,5,10,4,7,1,8,2,9
423,2,0,1,1,2,2,2,3,2,3,1,22.50294658,16.35549698,14.64665201,15.04402295,11.97822373,0.7951253,0.44330919,3.39287539,9.15912875,5.68221911,1,3,1,1,5,3,5,3,3,4,3,3,61,0,0,0,0,0,0,7,0,0,0,1,1,1,6,1,6,5,1,No,White,"Some postgraduate work, no degree",Male,Yes,Yes,Alaska/British Columbia,60 to 69,10,9,7,8,6,2,1,3,5,4
424,2,0,1,5,2,4,7,3,4,2,2,9.89357011,19.49019489,22.20502007,6.31120137,3.71438733,7.4456339,2.92413201,7.94484862,16.33148744,3.73952425,1,3,1,1,3,5,4,2,4,5,4,5,33,0,0,0,0,0,0,0,0,9,0,1,2,3,8,1,8,2,2,No,Other or No Answer,Doctoral/Law Degree,Male,Yes,No,Alaska/British Columbia,30 to 39,7,9,10,4,2,5,1,6,8,3
425,2,0,1,2,2,3,3,3,6,1,1,12.61716158,23.39196528,19.65693653,6.70099053,1.19639824,0.36110883,2.49380489,9.9859813,20.50116985,3.09448297,1,2,1,1,4,5,5,4,3,4,4,4,67,0,0,0,0,0,0,7,0,0,0,1,1,3,5,2,6,5,5,No,White,4-year college/bachelor's degree,Female,Yes,Yes,Alaska/British Columbia,60 to 69,7,10,8,5,2,1,3,6,9,4
428,2,0,1,4,2,2,2,2,2,1,1,23.80500146,20.34703469,15.65858496,8.01880337,8.79185355,1.99735085,1.15707375,2.45664972,6.84401727,10.92363039,1,2,1,1,5,3,5,4,3,4,5,3,61,0,0,0,0,0,0,7,0,0,0,1,1,2,3,1,6,5,1,No,White,"Some college, no degree",Male,Yes,Yes,Alaska/British Columbia,60 to 69,10,9,8,5,6,2,1,3,4,7
429,2,0,1,3,2,3,2,3,2,1,1,20.32708655,14.55345264,21.24265869,2.58955915,4.99983575,0.32842553,4.45351997,5.68263501,24.01064557,1.81218113,1,3,1,1,5,5,3,4,2,3,2,1,36,0,0,0,0,0,0,7,0,0,0,1,1,1,3,1,6,2,1,No,White,"Some college, no degree",Male,Yes,Yes,Alaska/British Columbia,30 to 39,8,7,9,3,5,1,4,6,10,2
430,2,0,1,2,2,4,7,4,7,3,3,12.71980331,15.23861445,5.16090279,12.69824028,24.18668043,2.55159106,0.33968379,5.7848791,3.13607738,18.18352741,2,5,3,5,1,1,1,1,1,1,1,1,51,0,2,0,0,0,0,0,0,0,0,1,2,2,4,2,2,4,4,No,Asian,Vocational training/2-year college,Female,Yes,No,Alaska/British Columbia,50 to 59,7,8,4,6,10,2,1,5,3,9
431,2,0,1,1,2,3,6,3,3,3,1,18.69621009,22.81286913,9.47252574,14.73341247,9.43731267,0.68741745,0.18430928,2.60332576,9.65279501,11.7198224,1,5,1,5,3,6,3,6,6,3,6,6,63,0,0,0,0,0,0,7,0,0,0,1,1,5,5,1,6,5,2,No,White,4-year college/bachelor's degree,Male,Yes,Yes,Alaska/British Columbia,60 to 69,9,10,5,8,4,2,1,3,6,7
432,2,0,1,1,2,2,1,3,2,3,2,10.04471746,8.03739367,2.69436432,20.82716609,20.57434303,6.86273224,7.21430434,7.78465227,8.93637512,7.02395145,1,5,3,5,3,4,4,1,4,4,4,3,82,0,0,0,0,0,0,7,0,0,0,1,1,2,1,1,6,6,0,No,White,Some high school,Male,Yes,Yes,Alaska/British Columbia,70+,8,6,1,10,9,2,4,5,7,3
435,2,0,1,1,2,2,2,3,2,1,1,24.06208164,10.15101256,6.17225324,15.32987247,19.10534469,2.87715616,0.54711534,6.48147823,4.90867911,10.36500655,1,2,1,2,4,4,3,2,3,3,3,3,64,0,0,0,0,0,0,7,0,0,0,1,1,2,5,2,6,5,1,No,White,4-year college/bachelor's degree,Female,Yes,Yes,Alaska/British Columbia,60 to 69,10,6,4,8,9,2,1,5,3,7
436,2,0,1,2,2,2,5,4,7,1,1,23.58278969,4.04166123,19.55739407,12.03272835,10.27702861,3.13589852,5.85919645,13.33808762,2.62276005,5.55245541,1,1,1,1,5,3,4,4,5,3,4,4,67,0,0,0,0,0,0,7,0,0,0,1,2,2,5,2,6,5,6,No,White,4-year college/bachelor's degree,Female,Yes,No,Alaska/British Columbia,60 to 69,10,3,9,7,6,2,5,8,1,4
437,2,0,1,1,2,2,2,2,2,1,1,6.66924976,3.39569117,6.11959667,5.52854746,19.82822651,5.1393153,21.73541424,13.44511776,13.82503642,4.3138047,2,2,1,2,4,4,4,4,4,4,5,3,63,0,2,0,0,0,0,0,0,0,0,0,1,2,3,1,2,5,1,No,Asian,"Some college, no degree",Male,No,Yes,Alaska/British Columbia,60 to 69,6,1,5,4,9,3,10,7,8,2
438,2,0,1,1,2,3,4,3,3,3,3,17.90393295,9.17251147,9.87102601,8.9486275,13.64155743,1.57837759,1.44342505,7.76684442,18.2893737,11.38432389,2,4,3,3,4,3,3,3,3,2,2,3,77,0,0,0,0,0,0,7,0,0,0,1,2,2,4,1,6,6,0,No,White,Vocational training/2-year college,Male,Yes,No,Alaska/British Columbia,70+,9,5,6,4,8,2,1,3,10,7
439,2,0,1,1,2,2,3,3,3,1,2,23.92457252,4.24669184,14.33692622,16.99111277,6.76884567,3.42846881,3.65143432,15.49563517,9.54019206,1.61612062,1,2,1,2,4,2,#NULL!,3,3,3,3,3,77,0,0,0,0,0,0,7,0,0,0,1,1,2,5,2,6,6,1,No,White,4-year college/bachelor's degree,Female,Yes,Yes,Alaska/British Columbia,70+,10,4,7,9,5,2,3,8,6,1
441,2,0,1,3,1,2,4,2,4,3,6,22.88481827,8.91674599,5.49213024,9.2316302,20.59892134,0.78632931,3.9041243,7.07156477,8.06014194,13.05359364,2,4,3,5,4,4,3,3,3,3,3,3,80,0,0,0,0,0,0,7,0,0,0,1,1,2,6,1,6,6,-2,Yes,White,"Some postgraduate work, no degree",Male,Yes,Yes,Alaska/British Columbia,70+,10,6,3,7,9,1,2,4,5,8
442,2,0,1,2,2,3,2,2,3,1,1,19.55161591,10.46600421,5.68280333,9.13108667,15.88116568,2.37306475,14.82461018,3.8058398,6.0429883,12.24082119,#NULL!,2,1,2,4,3,3,3,3,5,5,4,34,0,2,0,0,0,0,0,0,0,0,1,1,2,4,1,2,2,2,No,Asian,Vocational training/2-year college,Male,Yes,Yes,Alaska/British Columbia,30 to 39,10,6,3,5,9,1,8,2,4,7
